merchant_id,status_conta,status_seller,dias_desde_ativacao,idade_loja_dias,gmv_ultimos_30d,gmv_ultimos_90d,numero_vendas_30d,numero_vendas_90d,usa_nuvem_marketing,usa_nuvem_chat,usa_concorrente
105335,ativo,no-seller,30,216,0,0,0,0,nao,nao,nao
105336,ativo,top-seller,127,144,925288,2493361,1542,3836,nao,nao,nao
105337,ativo,no-seller,132,475,0,0,0,0,nao,nao,nao
105338,ativo,no-seller,772,1634,0,0,0,0,nao,nao,nao
105339,ativo,tiny-seller,366,2595,805,1990,3,8,sim,nao,nao
105340,ativo,no-seller,110,1307,0,0,0,0,nao,nao,nao
105341,ativo,no-seller,695,1060,0,0,0,0,nao,nao,nao
105342,ativo,no-seller,106,1139,0,0,0,0,nao,nao,nao
105343,ativo,no-seller,13,339,0,0,0,0,nao,nao,nao
105344,ativo,tiny-seller,367,475,1546,5544,7,27,nao,nao,nao
105345,ativo,no-seller,117,176,0,0,0,0,sim,nao,nao
105346,ativo,tiny-seller,56,433,2527,5790,9,22,nao,nao,nao
105347,ativo,no-seller,28,322,0,0,0,0,nao,nao,nao
105348,ativo,no-seller,548,1102,0,0,0,0,sim,nao,nao
105349,churnado,tiny-seller,276,3016,2436,6245,10,28,sim,nao,nao
105350,ativo,no-seller,252,1356,0,0,0,0,nao,nao,nao
105351,ativo,struggling-seller,532,677,108,240,1,2,sim,nao,nao
105352,ativo,struggling-seller,69,496,140,273,1,2,nao,sim,nao
105353,ativo,struggling-seller,133,437,115,368,1,3,nao,nao,nao
105354,ativo,no-seller,446,2207,0,0,0,0,nao,nao,nao
105355,ativo,no-seller,593,1290,0,0,0,0,sim,sim,nao
105356,ativo,small-seller,76,146,7080,20396,26,77,nao,nao,nao
105357,ativo,struggling-seller,124,1098,374,706,3,6,nao,nao,nao
105358,ativo,no-seller,248,480,0,0,0,0,nao,nao,sim
105359,ativo,no-seller,78,2670,0,0,0,0,nao,nao,nao
105360,ativo,no-seller,384,411,0,0,0,0,nao,nao,nao
105361,ativo,struggling-seller,121,157,140,521,1,4,nao,nao,nao
105362,ativo,no-seller,205,491,0,0,0,0,sim,sim,nao
105363,ativo,no-seller,497,583,0,0,0,0,sim,nao,nao
105364,ativo,no-seller,96,263,0,0,0,0,nao,nao,nao
105365,ativo,no-seller,10,34,0,0,0,0,nao,nao,nao
105366,ativo,medium-seller,480,1272,52322,136662,110,269,sim,nao,nao
105367,ativo,no-seller,327,543,0,0,0,0,nao,nao,nao
105368,ativo,struggling-seller,348,709,361,945,2,5,nao,nao,nao
105369,ativo,small-seller,237,634,14572,51115,37,123,sim,nao,nao
105370,ativo,no-seller,172,1162,0,0,0,0,sim,nao,nao
105371,ativo,no-seller,11,196,0,0,0,0,nao,nao,nao
105372,churnado,large-seller,773,900,150154,577083,221,865,nao,nao,nao
105373,ativo,medium-seller,24,2868,45846,119342,82,228,sim,nao,nao
105374,ativo,struggling-seller,82,1385,298,958,2,6,nao,nao,nao
105375,churnado,struggling-seller,323,365,124,267,1,2,nao,nao,nao
105376,ativo,struggling-seller,60,168,181,393,1,2,nao,nao,nao
105377,ativo,no-seller,18,220,0,0,0,0,nao,nao,nao
105378,ativo,tiny-seller,748,1207,2022,8407,6,23,nao,nao,nao
105379,ativo,struggling-seller,70,344,186,1027,1,5,nao,nao,nao
105380,ativo,struggling-seller,282,1948,158,477,1,3,nao,nao,nao
105381,ativo,no-seller,259,3211,0,0,0,0,nao,nao,nao
105382,ativo,struggling-seller,224,980,182,772,1,4,sim,nao,nao
105383,churnado,struggling-seller,455,902,219,697,1,3,nao,nao,nao
105384,ativo,tiny-seller,380,1037,1382,3661,7,17,nao,nao,nao
105385,ativo,small-seller,131,970,5230,14043,16,47,nao,nao,nao
105386,churnado,large-seller,658,1209,312054,822520,420,1174,nao,nao,nao
105387,ativo,medium-seller,100,735,147866,351409,324,740,nao,nao,nao
105388,trial,struggling-seller,56,111,114,375,1,3,nao,nao,nao
105389,ativo,tiny-seller,799,1993,1120,2986,5,13,nao,nao,nao
105390,ativo,no-seller,300,1461,0,0,0,0,nao,nao,nao
105391,ativo,tiny-seller,150,868,1326,3829,5,13,nao,nao,nao
105392,ativo,no-seller,544,650,0,0,0,0,nao,nao,nao
105393,ativo,no-seller,634,3330,0,0,0,0,nao,sim,nao
105394,trial,no-seller,541,740,0,0,0,0,nao,nao,nao
105395,ativo,struggling-seller,139,264,149,290,1,2,nao,nao,nao
105396,ativo,medium-seller,175,1284,17870,58683,74,221,nao,nao,nao
105397,ativo,struggling-seller,172,230,250,703,2,6,sim,sim,nao
105398,ativo,no-seller,725,842,0,0,0,0,nao,nao,nao
105399,ativo,tiny-seller,121,186,1557,3730,4,9,nao,nao,nao
105400,churnado,no-seller,316,1070,0,0,0,0,nao,nao,nao
105401,ativo,small-seller,681,1630,5978,15483,26,67,nao,nao,nao
105402,ativo,small-seller,41,152,5465,17731,17,50,nao,nao,nao
105403,ativo,no-seller,452,759,0,0,0,0,nao,nao,nao
105404,ativo,medium-seller,344,1132,72225,266433,191,693,sim,nao,nao
105405,churnado,no-seller,371,2431,0,0,0,0,nao,nao,nao
105406,ativo,no-seller,413,1357,0,0,0,0,sim,nao,nao
105407,ativo,no-seller,31,253,0,0,0,0,sim,nao,nao
105408,ativo,struggling-seller,204,742,602,1655,2,6,nao,nao,nao
105409,ativo,no-seller,113,732,0,0,0,0,nao,sim,nao
105410,ativo,medium-seller,437,1288,49365,128336,104,268,nao,nao,nao
105411,ativo,no-seller,653,1132,0,0,0,0,nao,nao,nao
105412,ativo,small-seller,420,1220,12993,44752,33,109,nao,nao,nao
105413,ativo,no-seller,523,1074,0,0,0,0,nao,nao,nao
105414,churnado,struggling-seller,240,635,174,374,2,4,nao,nao,nao
105415,ativo,tiny-seller,101,103,1400,5472,6,22,sim,nao,nao
105416,ativo,struggling-seller,133,976,0,230,0,1,nao,nao,nao
105417,ativo,no-seller,152,152,0,0,0,0,nao,nao,nao
105418,ativo,no-seller,390,2417,0,0,0,0,nao,nao,nao
105419,ativo,struggling-seller,26,44,82,270,1,3,sim,nao,nao
105420,ativo,no-seller,449,720,0,0,0,0,nao,nao,nao
105421,ativo,no-seller,349,755,0,0,0,0,nao,nao,nao
105422,ativo,tiny-seller,408,936,2074,4424,6,14,nao,nao,nao
105423,ativo,no-seller,57,3237,0,0,0,0,sim,nao,nao
105424,ativo,no-seller,101,185,0,0,0,0,nao,nao,nao
105425,ativo,struggling-seller,8,463,189,828,1,4,nao,nao,nao
105426,ativo,struggling-seller,668,877,304,977,2,6,nao,nao,nao
105427,ativo,small-seller,33,85,14948,53955,36,123,sim,nao,nao
105428,ativo,medium-seller,579,2575,51730,152521,133,374,nao,nao,nao
105429,ativo,no-seller,261,350,0,0,0,0,sim,nao,nao
105430,ativo,no-seller,80,286,0,0,0,0,nao,nao,nao
105431,churnado,struggling-seller,238,331,219,599,1,3,sim,sim,nao
105432,ativo,medium-seller,56,106,47635,112198,92,214,nao,sim,nao
105433,ativo,no-seller,9,287,0,0,0,0,nao,nao,nao
105434,ativo,struggling-seller,228,480,255,781,2,6,sim,nao,nao
105435,ativo,struggling-seller,54,60,109,307,1,3,nao,nao,nao
105436,ativo,struggling-seller,393,581,375,911,2,5,nao,nao,nao
105437,ativo,medium-seller,763,1870,31103,122678,78,288,sim,nao,nao
105438,churnado,struggling-seller,12,62,390,812,2,4,nao,sim,nao
105439,ativo,no-seller,65,298,0,0,0,0,sim,nao,nao
105440,churnado,no-seller,78,125,0,0,0,0,nao,nao,nao
105441,ativo,no-seller,39,69,0,0,0,0,nao,nao,nao
105442,ativo,small-seller,32,33,14258,49797,34,115,nao,nao,nao
105443,ativo,no-seller,78,2027,0,0,0,0,nao,nao,nao
105444,ativo,struggling-seller,522,1211,105,338,1,3,nao,nao,nao
105445,ativo,tiny-seller,497,662,711,2080,3,8,sim,nao,nao
105446,trial,tiny-seller,35,682,1596,4229,8,21,sim,nao,nao
105447,ativo,no-seller,179,422,0,0,0,0,nao,nao,nao
105448,ativo,no-seller,23,3216,0,0,0,0,sim,nao,nao
105449,ativo,no-seller,410,487,0,0,0,0,nao,nao,nao
105450,ativo,small-seller,53,206,20984,46526,50,117,nao,nao,nao
105451,ativo,no-seller,52,2748,0,0,0,0,nao,nao,nao
105452,ativo,no-seller,272,2523,0,0,0,0,nao,nao,nao
105453,ativo,no-seller,794,1893,0,0,0,0,sim,nao,nao
105454,ativo,no-seller,36,39,0,0,0,0,sim,nao,nao
105455,ativo,struggling-seller,411,1220,132,421,1,3,sim,nao,nao
105456,ativo,no-seller,694,3208,0,0,0,0,nao,nao,nao
105457,ativo,struggling-seller,152,1019,122,461,1,4,nao,sim,nao
105458,ativo,struggling-seller,178,864,366,994,2,5,nao,nao,nao
105459,ativo,small-seller,11,72,8830,22298,19,52,nao,nao,nao
105460,ativo,no-seller,58,375,0,0,0,0,nao,nao,nao
105461,ativo,struggling-seller,12,52,118,515,1,4,sim,nao,nao
105462,trial,struggling-seller,449,489,235,557,2,5,nao,nao,nao
105463,ativo,no-seller,8,50,0,0,0,0,nao,nao,nao
105464,ativo,no-seller,187,2073,0,0,0,0,nao,nao,sim
105465,ativo,medium-seller,95,132,52081,169892,173,509,nao,nao,nao
105466,ativo,tiny-seller,144,418,2753,6587,10,25,nao,nao,nao
105467,ativo,no-seller,597,633,0,0,0,0,nao,nao,nao
105468,ativo,tiny-seller,157,231,2615,7436,8,21,nao,nao,nao
105469,ativo,struggling-seller,28,48,209,786,1,4,sim,nao,nao
105470,ativo,struggling-seller,11,43,182,551,1,3,nao,nao,nao
105471,ativo,no-seller,2,874,0,0,0,0,nao,nao,nao
105472,ativo,small-seller,179,2037,6898,16740,16,40,nao,nao,nao
105473,ativo,no-seller,226,337,0,0,0,0,nao,nao,nao
105474,ativo,struggling-seller,22,146,0,216,0,1,nao,nao,nao
105475,ativo,no-seller,395,1445,0,0,0,0,sim,nao,nao
105476,ativo,medium-seller,637,1342,36021,89026,83,186,sim,nao,nao
105477,ativo,no-seller,526,1299,0,0,0,0,nao,nao,nao
105478,ativo,no-seller,22,868,0,0,0,0,nao,nao,sim
105479,churnado,large-seller,108,561,149227,405800,331,825,nao,nao,sim
105480,ativo,small-seller,127,386,20342,43713,57,130,nao,nao,nao
105481,ativo,tiny-seller,121,162,1189,3052,5,14,nao,nao,nao
105482,ativo,no-seller,48,358,0,0,0,0,nao,sim,nao
105483,ativo,struggling-seller,252,334,0,88,0,1,sim,nao,nao
105484,ativo,small-seller,621,3029,15908,41765,52,138,nao,nao,nao
105485,ativo,tiny-seller,286,583,539,1774,2,7,nao,nao,nao
105486,ativo,struggling-seller,514,3199,387,716,2,4,nao,nao,sim
105487,ativo,struggling-seller,239,839,199,369,1,2,nao,sim,sim
105488,ativo,no-seller,68,1788,0,0,0,0,nao,nao,sim
105489,ativo,struggling-seller,322,537,373,751,2,4,nao,nao,nao
105490,ativo,top-seller,84,122,691371,1947778,1111,3201,nao,nao,nao
105491,ativo,struggling-seller,415,2479,204,424,1,2,nao,nao,nao
105492,ativo,no-seller,22,379,0,0,0,0,nao,nao,nao
105493,ativo,no-seller,45,92,0,0,0,0,nao,sim,nao
105494,ativo,no-seller,411,630,0,0,0,0,nao,sim,nao
105495,ativo,struggling-seller,703,1442,0,223,0,1,nao,nao,nao
105496,churnado,struggling-seller,10,34,214,785,1,4,nao,nao,nao
105497,ativo,struggling-seller,55,2070,99,201,1,2,nao,nao,nao
105498,ativo,struggling-seller,5,236,484,1072,3,6,nao,nao,nao
105499,ativo,struggling-seller,586,2202,113,215,1,2,nao,nao,nao
105500,ativo,no-seller,436,2862,0,0,0,0,sim,nao,nao
105501,ativo,struggling-seller,728,3187,337,734,2,4,nao,nao,nao
105502,ativo,struggling-seller,550,1400,212,971,1,5,nao,sim,sim
105503,ativo,tiny-seller,237,360,1628,6094,5,18,nao,sim,nao
105504,ativo,no-seller,53,2442,0,0,0,0,nao,nao,nao
105505,ativo,struggling-seller,237,631,240,689,1,3,nao,sim,nao
105506,ativo,tiny-seller,85,177,1468,3874,5,13,nao,nao,nao
105507,ativo,no-seller,628,2208,0,0,0,0,sim,nao,nao
105508,ativo,no-seller,732,1972,0,0,0,0,sim,nao,sim
105509,ativo,tiny-seller,343,2296,1011,3373,5,18,nao,nao,nao
105510,ativo,no-seller,519,1372,0,0,0,0,nao,sim,nao
105511,ativo,struggling-seller,159,200,320,918,2,6,nao,nao,nao
105512,ativo,tiny-seller,108,732,490,1866,3,11,nao,nao,nao
105513,churnado,struggling-seller,787,1433,551,1553,2,6,nao,nao,nao
105514,ativo,medium-seller,149,2310,20558,68816,53,184,nao,nao,nao
105515,ativo,no-seller,23,147,0,0,0,0,nao,sim,nao
105516,trial,struggling-seller,585,944,237,684,2,6,nao,nao,nao
105517,ativo,no-seller,338,1668,0,0,0,0,nao,nao,nao
105518,ativo,struggling-seller,209,261,615,1175,3,6,nao,nao,nao
105519,ativo,no-seller,31,266,0,0,0,0,nao,sim,nao
105520,ativo,tiny-seller,782,2010,1117,2592,5,11,sim,nao,nao
105521,ativo,no-seller,763,1080,0,0,0,0,nao,nao,nao
105522,ativo,no-seller,91,2843,0,0,0,0,sim,sim,nao
105523,ativo,no-seller,159,518,0,0,0,0,nao,nao,nao
105524,ativo,no-seller,346,3375,0,0,0,0,nao,nao,nao
105525,ativo,no-seller,72,154,0,0,0,0,nao,sim,nao
105526,ativo,no-seller,160,181,0,0,0,0,nao,nao,nao
105527,ativo,small-seller,56,175,17825,54540,50,150,nao,nao,nao
105528,ativo,struggling-seller,102,139,195,602,2,6,nao,nao,nao
105529,ativo,small-seller,431,444,10472,33887,22,68,sim,nao,nao
105530,ativo,no-seller,252,1534,0,0,0,0,nao,nao,sim
105531,ativo,no-seller,285,1150,0,0,0,0,nao,sim,nao
105532,ativo,no-seller,125,145,0,0,0,0,nao,nao,nao
105533,churnado,tiny-seller,16,83,1183,3884,3,10,nao,nao,nao
105534,ativo,no-seller,6,181,0,0,0,0,nao,nao,nao
105535,ativo,struggling-seller,439,2833,127,263,1,2,nao,nao,sim
105536,ativo,top-seller,52,104,325181,1281120,627,2354,nao,nao,sim
105537,ativo,no-seller,122,192,0,0,0,0,nao,sim,nao
105538,ativo,no-seller,71,343,0,0,0,0,nao,nao,nao
105539,ativo,struggling-seller,281,519,0,195,0,1,nao,nao,nao
105540,ativo,no-seller,127,768,0,0,0,0,nao,nao,nao
105541,ativo,struggling-seller,784,2458,0,179,0,1,nao,nao,nao
105542,ativo,small-seller,386,510,5995,16694,26,67,nao,nao,nao
105543,ativo,no-seller,81,124,0,0,0,0,nao,nao,nao
105544,ativo,small-seller,147,171,17526,64308,41,145,nao,nao,nao
105545,ativo,struggling-seller,64,1514,123,543,1,4,nao,nao,nao
105546,ativo,struggling-seller,292,299,196,450,2,5,nao,nao,nao
105547,ativo,struggling-seller,155,162,0,92,0,1,nao,sim,nao
105548,ativo,small-seller,663,2535,26057,73898,55,145,nao,nao,nao
105549,ativo,medium-seller,41,109,69482,187337,106,295,nao,sim,sim
105550,ativo,no-seller,62,222,0,0,0,0,nao,nao,nao
105551,ativo,small-seller,169,405,17557,39404,41,97,nao,nao,nao
105552,ativo,struggling-seller,174,215,140,432,1,3,nao,nao,nao
105553,ativo,no-seller,634,1067,0,0,0,0,nao,nao,nao
105554,ativo,struggling-seller,107,335,74,165,1,2,sim,sim,nao
105555,ativo,no-seller,531,2817,0,0,0,0,nao,nao,nao
105556,ativo,struggling-seller,229,829,0,153,0,1,nao,nao,nao
105557,ativo,small-seller,492,1125,16873,58512,42,144,sim,nao,nao
105558,ativo,struggling-seller,33,1423,0,104,0,1,nao,nao,nao
105559,ativo,no-seller,47,107,0,0,0,0,nao,nao,nao
105560,ativo,tiny-seller,450,1718,2241,8508,7,27,nao,nao,nao
105561,ativo,struggling-seller,5,146,191,825,1,4,nao,nao,nao
105562,ativo,no-seller,359,3096,0,0,0,0,nao,nao,sim
105563,trial,small-seller,36,53,18597,57825,42,119,nao,nao,nao
105564,ativo,tiny-seller,256,299,1011,2646,5,13,nao,nao,nao
105565,ativo,struggling-seller,240,657,148,277,1,2,nao,nao,nao
105566,churnado,no-seller,529,1771,0,0,0,0,sim,nao,nao
105567,ativo,no-seller,238,2058,0,0,0,0,sim,nao,nao
105568,ativo,no-seller,797,3470,0,0,0,0,sim,nao,nao
105569,ativo,no-seller,96,155,0,0,0,0,nao,nao,sim
105570,churnado,no-seller,101,1184,0,0,0,0,sim,nao,nao
105571,ativo,no-seller,163,282,0,0,0,0,nao,nao,nao
105572,ativo,small-seller,45,61,3720,12308,16,49,nao,nao,nao
105573,ativo,no-seller,48,580,0,0,0,0,sim,nao,nao
105574,ativo,struggling-seller,756,2221,332,1073,2,6,nao,nao,nao
105575,ativo,no-seller,23,38,0,0,0,0,nao,nao,nao
105576,ativo,no-seller,674,1150,0,0,0,0,sim,nao,nao
105577,churnado,no-seller,239,575,0,0,0,0,nao,sim,nao
105578,ativo,no-seller,798,873,0,0,0,0,nao,sim,nao
105579,ativo,tiny-seller,548,884,4512,11566,12,28,nao,nao,nao
105580,ativo,no-seller,81,2424,0,0,0,0,nao,nao,sim
105581,ativo,no-seller,12,160,0,0,0,0,nao,nao,nao
105582,ativo,no-seller,238,411,0,0,0,0,nao,nao,nao
105583,ativo,small-seller,251,819,5714,13643,19,47,nao,nao,nao
105584,ativo,no-seller,53,121,0,0,0,0,nao,nao,nao
105585,trial,no-seller,16,62,0,0,0,0,nao,nao,nao
105586,ativo,no-seller,21,233,0,0,0,0,nao,nao,nao
105587,ativo,small-seller,765,3280,17120,41786,31,80,nao,nao,sim
105588,ativo,tiny-seller,237,291,422,1562,2,7,nao,nao,nao
105589,churnado,no-seller,35,41,0,0,0,0,nao,nao,nao
105590,cancelado,no-seller,508,1599,0,0,0,0,sim,nao,nao
105591,ativo,tiny-seller,123,1135,3018,6783,8,18,sim,sim,nao
105592,ativo,struggling-seller,316,3023,0,100,0,1,nao,sim,nao
105593,ativo,tiny-seller,136,373,2199,5263,8,20,nao,nao,nao
105594,ativo,no-seller,15,265,0,0,0,0,nao,nao,nao
105595,ativo,no-seller,42,85,0,0,0,0,nao,nao,nao
105596,ativo,no-seller,797,1288,0,0,0,0,nao,nao,nao
105597,ativo,struggling-seller,272,282,171,839,1,5,nao,sim,nao
105598,ativo,no-seller,355,1787,0,0,0,0,sim,nao,nao
105599,ativo,no-seller,629,634,0,0,0,0,nao,nao,nao
105600,ativo,no-seller,350,533,0,0,0,0,nao,nao,nao
105601,cancelado,struggling-seller,621,3388,361,1159,2,6,nao,nao,nao
105602,ativo,struggling-seller,38,665,256,492,2,4,nao,nao,nao
105603,churnado,struggling-seller,724,1266,317,589,2,4,sim,nao,nao
105604,ativo,small-seller,383,2131,11962,38192,27,91,nao,nao,nao
105605,ativo,no-seller,62,170,0,0,0,0,nao,nao,nao
105606,ativo,no-seller,167,1210,0,0,0,0,nao,nao,nao
105607,churnado,struggling-seller,379,2409,159,340,1,2,nao,nao,nao
105608,ativo,struggling-seller,71,206,189,814,1,4,nao,nao,nao
105609,ativo,no-seller,340,1798,0,0,0,0,nao,nao,nao
105610,ativo,small-seller,113,615,3168,10258,15,51,nao,nao,nao
105611,ativo,small-seller,117,155,3761,9501,19,51,nao,nao,nao
105612,ativo,large-seller,38,194,199828,525538,538,1308,nao,nao,nao
105613,ativo,struggling-seller,745,1246,171,563,1,3,nao,nao,nao
105614,ativo,struggling-seller,6,654,236,675,1,3,nao,nao,nao
105615,ativo,medium-seller,63,143,82919,258856,138,463,nao,nao,nao
105616,ativo,no-seller,209,633,0,0,0,0,nao,nao,nao
105617,ativo,tiny-seller,627,705,2501,7484,10,27,nao,nao,nao
105618,ativo,no-seller,216,252,0,0,0,0,nao,nao,nao
105619,ativo,no-seller,9,243,0,0,0,0,nao,nao,sim
105620,ativo,struggling-seller,277,938,347,1014,2,6,nao,nao,nao
105621,ativo,no-seller,114,202,0,0,0,0,nao,sim,nao
105622,ativo,no-seller,276,2167,0,0,0,0,nao,nao,sim
105623,ativo,struggling-seller,21,39,168,712,1,4,nao,nao,nao
105624,ativo,no-seller,144,231,0,0,0,0,sim,nao,nao
105625,ativo,tiny-seller,436,598,2892,9052,8,26,nao,nao,nao
105626,ativo,no-seller,174,408,0,0,0,0,nao,nao,nao
105627,ativo,tiny-seller,580,1347,1005,3305,7,23,nao,nao,nao
105628,ativo,medium-seller,34,49,30388,120879,58,218,nao,nao,nao
105629,ativo,no-seller,169,252,0,0,0,0,nao,nao,nao
105630,ativo,no-seller,607,1354,0,0,0,0,nao,nao,nao
105631,trial,struggling-seller,25,137,132,376,1,3,nao,nao,nao
105632,ativo,no-seller,48,60,0,0,0,0,nao,nao,nao
105633,ativo,no-seller,45,77,0,0,0,0,sim,nao,nao
105634,ativo,no-seller,216,999,0,0,0,0,nao,nao,nao
105635,churnado,small-seller,667,2322,16948,49393,44,130,nao,nao,sim
105636,ativo,no-seller,636,1276,0,0,0,0,sim,sim,nao
105637,ativo,no-seller,23,48,0,0,0,0,nao,nao,nao
105638,churnado,no-seller,383,429,0,0,0,0,nao,nao,nao
105639,ativo,no-seller,657,1969,0,0,0,0,nao,nao,nao
105640,ativo,no-seller,37,118,0,0,0,0,nao,nao,nao
105641,ativo,no-seller,5,246,0,0,0,0,nao,nao,nao
105642,ativo,struggling-seller,705,2438,394,1009,2,5,nao,sim,nao
105643,ativo,small-seller,31,42,9068,25886,30,86,nao,sim,nao
105644,ativo,struggling-seller,196,571,176,543,1,3,sim,nao,nao
105645,ativo,no-seller,428,1004,0,0,0,0,nao,nao,nao
105646,ativo,no-seller,109,145,0,0,0,0,nao,sim,nao
105647,ativo,struggling-seller,3,90,0,124,0,1,nao,nao,nao
105648,churnado,small-seller,569,730,15297,35934,40,95,sim,nao,nao
105649,ativo,no-seller,291,1287,0,0,0,0,nao,sim,nao
105650,ativo,tiny-seller,71,257,1627,4562,4,12,sim,nao,nao
105651,ativo,no-seller,78,230,0,0,0,0,nao,nao,nao
105652,ativo,no-seller,229,282,0,0,0,0,nao,nao,nao
105653,ativo,no-seller,711,2570,0,0,0,0,nao,sim,nao
105654,ativo,top-seller,280,521,1000971,2476234,1106,2530,sim,nao,nao
105655,ativo,struggling-seller,104,118,353,1074,2,6,sim,nao,sim
105656,ativo,no-seller,536,1493,0,0,0,0,nao,nao,nao
105657,ativo,struggling-seller,507,1056,222,820,1,4,nao,nao,nao
105658,ativo,large-seller,482,2120,189458,517683,339,915,nao,nao,nao
105659,ativo,small-seller,664,1512,10811,32661,34,99,nao,nao,nao
105660,ativo,struggling-seller,1,34,222,727,1,3,nao,nao,nao
105661,ativo,no-seller,238,711,0,0,0,0,nao,sim,nao
105662,ativo,small-seller,132,436,15183,43287,39,105,nao,sim,nao
105663,ativo,medium-seller,95,219,73171,210164,226,647,nao,nao,nao
105664,trial,tiny-seller,186,527,1509,3592,6,14,nao,nao,sim
105665,ativo,no-seller,617,2612,0,0,0,0,nao,nao,nao
105666,ativo,tiny-seller,25,130,1915,5875,8,23,nao,nao,nao
105667,ativo,medium-seller,65,153,32471,117615,86,296,nao,nao,nao
105668,ativo,small-seller,625,2571,11782,35871,25,80,nao,nao,sim
105669,ativo,no-seller,762,1213,0,0,0,0,nao,nao,sim
105670,ativo,struggling-seller,180,403,203,654,1,3,sim,nao,nao
105671,cancelado,struggling-seller,774,3026,165,631,1,4,nao,nao,nao
105672,ativo,no-seller,140,195,0,0,0,0,nao,nao,nao
105673,churnado,tiny-seller,637,3038,2370,5754,10,22,nao,nao,nao
105674,ativo,no-seller,682,2869,0,0,0,0,nao,sim,nao
105675,ativo,medium-seller,181,1763,40432,134517,89,295,nao,nao,nao
105676,ativo,no-seller,154,1368,0,0,0,0,nao,nao,nao
105677,ativo,no-seller,206,2534,0,0,0,0,nao,nao,nao
105678,ativo,no-seller,197,3146,0,0,0,0,nao,nao,nao
105679,ativo,no-seller,180,1866,0,0,0,0,sim,nao,sim
105680,ativo,no-seller,235,2939,0,0,0,0,nao,nao,nao
105681,ativo,small-seller,317,995,11792,36722,51,149,nao,sim,nao
105682,ativo,no-seller,93,2069,0,0,0,0,sim,sim,nao
105683,ativo,no-seller,103,637,0,0,0,0,nao,nao,nao
105684,ativo,no-seller,466,622,0,0,0,0,nao,nao,nao
105685,ativo,tiny-seller,12,455,956,3230,4,13,sim,nao,nao
105686,ativo,struggling-seller,179,712,186,726,1,4,nao,nao,nao
105687,churnado,no-seller,57,2238,0,0,0,0,sim,nao,nao
105688,ativo,tiny-seller,16,80,3107,10529,9,30,sim,sim,nao
105689,ativo,no-seller,690,1481,0,0,0,0,nao,nao,nao
105690,ativo,no-seller,418,1352,0,0,0,0,nao,nao,nao
105691,ativo,medium-seller,87,1754,70918,285560,139,544,nao,nao,nao
105692,ativo,struggling-seller,492,765,181,709,1,4,sim,nao,nao
105693,ativo,struggling-seller,183,798,340,686,2,4,nao,nao,nao
105694,ativo,no-seller,33,631,0,0,0,0,nao,nao,nao
105695,ativo,large-seller,73,453,226800,521867,361,872,nao,nao,nao
105696,ativo,no-seller,11,91,0,0,0,0,nao,nao,nao
105697,ativo,no-seller,2,256,0,0,0,0,sim,nao,sim
105698,ativo,no-seller,330,2005,0,0,0,0,nao,nao,nao
105699,ativo,no-seller,22,102,0,0,0,0,nao,nao,nao
105700,ativo,struggling-seller,423,463,0,135,0,1,nao,nao,nao
105701,ativo,medium-seller,62,677,86463,220998,192,484,nao,nao,nao
105702,ativo,struggling-seller,83,3084,415,1109,2,5,nao,nao,nao
105703,ativo,struggling-seller,228,912,357,940,2,5,nao,nao,nao
105704,ativo,tiny-seller,142,2264,2343,5455,6,15,nao,nao,nao
105705,ativo,struggling-seller,86,945,113,219,1,2,nao,sim,nao
105706,cancelado,tiny-seller,73,148,392,1732,2,9,nao,nao,nao
105707,ativo,small-seller,41,316,10078,28897,38,119,nao,nao,nao
105708,ativo,no-seller,225,1150,0,0,0,0,nao,nao,nao
105709,trial,no-seller,61,186,0,0,0,0,nao,nao,nao
105710,ativo,no-seller,29,71,0,0,0,0,nao,nao,nao
105711,ativo,small-seller,680,1194,6041,18124,30,85,nao,nao,nao
105712,ativo,small-seller,783,1124,5980,16687,13,38,nao,nao,nao
105713,ativo,no-seller,504,1112,0,0,0,0,nao,nao,nao
105714,ativo,no-seller,444,2079,0,0,0,0,nao,nao,nao
105715,ativo,tiny-seller,101,299,2556,7369,9,24,nao,nao,nao
105716,ativo,struggling-seller,101,155,373,852,2,5,nao,nao,nao
105717,ativo,no-seller,29,40,0,0,0,0,nao,nao,nao
105718,ativo,no-seller,90,371,0,0,0,0,nao,nao,nao
105719,ativo,small-seller,332,349,18457,39720,65,149,nao,sim,sim
105720,ativo,struggling-seller,23,303,370,954,2,5,sim,sim,nao
105721,ativo,top-seller,341,2000,902632,2753565,1688,4926,nao,nao,sim
105722,ativo,struggling-seller,503,899,148,419,1,3,sim,nao,nao
105723,ativo,struggling-seller,687,2491,459,1213,2,5,nao,nao,nao
105724,ativo,struggling-seller,542,1138,183,405,1,2,sim,nao,nao
105725,ativo,struggling-seller,171,240,348,684,2,4,nao,nao,nao
105726,ativo,no-seller,196,451,0,0,0,0,sim,sim,nao
105727,ativo,small-seller,547,664,10308,28483,42,122,sim,nao,nao
105728,ativo,small-seller,294,655,5394,16129,22,69,nao,nao,nao
105729,ativo,no-seller,262,905,0,0,0,0,nao,nao,nao
105730,ativo,no-seller,263,3474,0,0,0,0,nao,sim,nao
105731,ativo,small-seller,223,2325,2413,9063,10,40,sim,nao,nao
105732,trial,no-seller,442,553,0,0,0,0,sim,nao,nao
105733,ativo,no-seller,298,2294,0,0,0,0,nao,nao,sim
